customerID,Churn,customer_gender,customer_SeniorCitizen,customer_Partner,customer_Dependents,customer_tenure,phone_PhoneService,phone_MultipleLines,internet_InternetService,internet_OnlineSecurity,internet_OnlineBackup,internet_DeviceProtection,internet_TechSupport,internet_StreamingTV,internet_StreamingMovies,account_Contract,account_PaperlessBilling,account_PaymentMethod,account_Charges.Monthly,account_Charges.Total,qtd_servicos_ativos,nivel_servico,partner_dependents
3776-EKTKM,True,Female,True,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,36.45,36.45,3,Serviços intermediários,No_No
3777-XROBG,False,Female,False,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),19.55,1079.65,1,Serviços básicos,Yes_Yes
3778-FOAQW,False,Female,False,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Cheque enviado,20.15,456.85,1,Serviços básicos,Yes_No
3779-OSWCF,False,Female,False,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Cartão de crédito (automático),93.2,6506.15,9,Serviço completo,Yes_No
3780-DDGSE,False,Male,True,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,76.05,2747.2,6,Serviço completo,Yes_Yes
3780-YVMFA,False,Female,False,Yes,Yes,8,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,68.55,564.35,5,Serviços intermediários,Yes_Yes
3785-KTYSH,False,Male,False,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cheque enviado,24.6,1279.0,2,Serviços básicos,No_No
3785-NRHYR,False,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,19.65,19.65,1,Serviços básicos,No_No
3786-WOVKF,False,Female,True,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Transferência bancária (automática),106.85,7677.4,7,Serviço completo,Yes_No
3787-TRIAL,False,Male,False,Yes,Yes,21,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,26.05,565.75,2,Serviços básicos,Yes_Yes
3791-LGQCY,True,Female,True,Yes,No,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Transferência bancária (automática),100.65,5688.05,6,Serviço completo,Yes_No
3793-MMFUH,True,Female,True,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,95.05,1290.0,5,Serviços intermediários,No_No
3794-NFNCH,False,Male,False,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Cheque enviado,50.0,1474.9,3,Serviços intermediários,Yes_No
3795-CAWEX,False,Male,False,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cartão de crédito (automático),116.55,8152.3,9,Serviço completo,Yes_Yes
3795-GWTRD,False,Female,False,Yes,Yes,63,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Cartão de crédito (automático),75.55,4707.85,7,Serviço completo,Yes_Yes
3796-ENZGF,False,Male,False,Yes,No,63,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Cheque enviado,67.25,4234.15,6,Serviço completo,Yes_No
3797-FKOGQ,False,Male,False,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Cheque eletrônico,86.2,893.2,4,Serviços intermediários,No_Yes
3797-VTIDR,True,Male,False,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,23.45,23.45,2,Serviços básicos,Yes_No
3798-EPWRR,False,Female,True,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,43.95,85.1,2,Serviços básicos,No_No
3799-ISUZQ,True,Male,False,Yes,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),69.95,529.5,2,Serviços básicos,Yes_Yes
3800-LYTRK,False,Female,False,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Cheque enviado,55.7,795.15,4,Serviços intermediários,No_No
3801-HMYNL,True,Male,False,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Cheque enviado,89.15,89.15,4,Serviços intermediários,Yes_Yes
3803-KMQFW,True,Female,False,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,20.55,20.55,1,Serviços básicos,Yes_Yes
3804-RVTGV,True,Male,False,Yes,Yes,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Transferência bancária (automática),103.85,5017.9,7,Serviço completo,Yes_Yes
3806-DXQOM,True,Female,False,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,33.65,137.85,4,Serviços intermediários,No_No
3806-YAZOV,False,Female,False,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,18.8,56.0,1,Serviços básicos,No_No
3807-BPOMJ,False,Female,False,Yes,No,55,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Cheque eletrônico,94.75,5276.1,5,Serviços intermediários,Yes_No
3807-XHCJH,False,Female,False,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque eletrônico,20.0,20.0,1,Serviços básicos,Yes_Yes
3808-HFKDE,False,Female,False,No,No,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,44.35,927.15,2,Serviços básicos,No_No
3810-DVDQQ,False,Female,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Transferência bancária (automática),117.6,8308.9,9,Serviço completo,Yes_Yes
3810-PJUHR,False,Male,False,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cheque enviado,25.35,1715.15,2,Serviços básicos,Yes_Yes
3811-VBYBZ,True,Male,False,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,99.8,673.25,6,Serviço completo,No_No
3812-LRZIR,False,Female,False,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cheque eletrônico,24.5,761.95,2,Serviços básicos,Yes_Yes
3813-DHBBB,False,Male,False,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Transferência bancária (automática),50.95,3521.7,6,Serviço completo,Yes_No
3814-MLAXC,True,Female,False,No,No,31,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Cartão de crédito (automático),79.85,2404.15,4,Serviços intermediários,No_No
3815-SLMEF,True,Female,False,No,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Cheque enviado,34.25,139.35,4,Serviços intermediários,No_No
3823-KYNQY,False,Male,False,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Cartão de crédito (automático),24.95,280.4,2,Serviços básicos,No_No
3824-RHKVR,False,Female,False,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cartão de crédito (automático),19.7,340.35,1,Serviços básicos,No_No
3831-YCPUO,False,Female,False,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cartão de crédito (automático),109.5,7854.9,8,Serviço completo,Yes_Yes
3834-XUIFC,True,Male,False,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cheque enviado,85.2,602.55,4,Serviços intermediários,No_No
3836-FZSDJ,False,Male,True,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Transferência bancária (automática),24.85,1901.0,2,Serviços básicos,Yes_No
3838-OZURD,True,Male,False,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cartão de crédito (automático),105.0,7133.25,7,Serviço completo,Yes_No
3841-CONLJ,False,Female,False,Yes,No,1,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Cheque eletrônico,35.0,35.0,3,Serviços intermediários,Yes_No
3841-NFECX,False,Female,True,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Cartão de crédito (automático),96.35,6766.95,7,Serviço completo,Yes_No
3842-IYKUE,True,Female,False,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Cartão de crédito (automático),85.3,2917.5,5,Serviços intermediários,No_No
3842-QTGDL,False,Male,False,Yes,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Transferência bancária (automática),80.75,1321.3,4,Serviços intermediários,Yes_No
3845-FXCYS,False,Male,False,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cheque eletrônico,19.65,31.2,1,Serviços básicos,No_No
3845-JHAMY,False,Female,False,Yes,Yes,16,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Cartão de crédito (automático),35.5,552.7,3,Serviços intermediários,Yes_Yes
3847-BAERP,False,Female,False,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Cheque enviado,20.9,247.0,1,Serviços básicos,No_No
3850-OKINF,False,Male,False,Yes,Yes,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Cheque eletrônico,66.2,4692.55,5,Serviços intermediários,Yes_Yes
3853-LYGAM,False,Male,False,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Transferência bancária (automática),95.65,1640.0,6,Serviço completo,No_No
3855-ONCAR,False,Female,False,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Cheque enviado,78.9,299.75,3,Serviços intermediários,Yes_Yes
3858-VOBET,True,Male,False,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,74.95,1710.45,3,Serviços intermediários,No_No
3858-XHYJO,False,Female,False,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Transferência bancária (automática),105.75,4228.55,7,Serviço completo,Yes_No
3859-CVCET,True,Female,False,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Cheque enviado,45.65,191.05,2,Serviços básicos,No_No
3863-IUBJR,True,Male,False,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Cartão de crédito (automático),53.65,696.35,3,Serviços intermediários,Yes_Yes
3863-QSTYI,False,Male,False,No,No,59,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Cheque eletrônico,64.65,3735.45,5,Serviços intermediários,No_No
3865-QBWSJ,False,Male,True,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Cheque enviado,80.45,3162.65,4,Serviços intermediários,No_Yes
3865-YIOTT,False,Male,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Transferência bancária (automática),106.1,7848.5,7,Serviço completo,Yes_Yes
3865-ZFZIB,False,Male,False,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cheque enviado,19.65,358.15,1,Serviços básicos,No_No
3865-ZYKAD,False,Male,True,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Cartão de crédito (automático),84.9,5785.65,5,Serviços intermediários,Yes_No
3866-MDTUB,True,Female,False,No,No,2,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,70.75,146.9,5,Serviços intermediários,No_No
3870-MQAMG,True,Female,False,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Cheque eletrônico,110.35,5893.15,8,Serviço completo,Yes_No
3870-SPZSI,False,Female,False,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cartão de crédito (automático),113.05,7869.05,9,Serviço completo,Yes_Yes
3871-IKPYH,True,Male,True,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,69.1,69.1,2,Serviços básicos,No_No
3873-NFTGI,False,Male,False,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Cartão de crédito (automático),55.5,767.55,4,Serviços intermediários,No_No
3873-WOSBC,False,Male,False,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),25.6,1784.9,2,Serviços básicos,Yes_No
3874-EQOEP,True,Male,False,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Cheque enviado,95.0,655.5,5,Serviços intermediários,No_No
3877-JRJIP,True,Male,False,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,59.85,59.85,4,Serviços intermediários,No_No
3878-AVSOQ,False,Female,True,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,71.25,71.25,2,Serviços básicos,No_No
3882-IYOIJ,False,Female,False,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Cartão de crédito (automático),115.25,6758.45,9,Serviço completo,Yes_Yes
3884-HCSWG,True,Female,False,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,70.0,1144.5,2,Serviços básicos,No_No
3884-UEBXB,False,Female,False,Yes,Yes,67,No,No phone service,DSL,Yes,Yes,No,No,No,No,Two year,No,Transferência bancária (automática),36.15,2434.45,4,Serviços intermediários,Yes_Yes
3886-CERTZ,True,Female,False,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Cheque eletrônico,109.25,8109.8,8,Serviço completo,Yes_No
3887-PBQAO,False,Female,False,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Cartão de crédito (automático),25.9,1216.6,2,Serviços básicos,Yes_Yes
3889-VWBID,False,Male,False,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Transferência bancária (automática),82.85,5776.45,7,Serviço completo,Yes_Yes
3890-RTCMS,False,Male,False,No,No,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Cheque enviado,49.45,799.0,3,Serviços intermediários,No_No
3891-NLXJB,False,Male,False,No,No,37,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Cheque enviado,40.55,1390.85,5,Serviços intermediários,No_No
3891-PUQOD,True,Female,False,No,Yes,1,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Cheque eletrônico,59.2,59.2,4,Serviços intermediários,No_Yes
3892-NXAZG,False,Male,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cartão de crédito (automático),114.05,8289.2,9,Serviço completo,Yes_Yes
3893-JRNFS,False,Male,False,No,No,68,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Transferência bancária (automática),39.9,2796.35,4,Serviços intermediários,No_No
3896-RCYYE,False,Female,False,No,No,67,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Cartão de crédito (automático),53.4,3579.15,6,Serviço completo,No_No
3896-ZVNET,False,Female,False,Yes,Yes,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cheque enviado,24.7,571.75,2,Serviços básicos,Yes_Yes
3898-BSJYF,False,Female,False,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,No,Cartão de crédito (automático),73.55,693.3,7,Serviço completo,No_Yes
3898-GUYTS,False,Female,True,No,No,45,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Cheque eletrônico,97.05,4385.05,7,Serviço completo,No_No
3900-AQPHZ,True,Female,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,19.9,19.9,1,Serviços básicos,No_No
3902-FOIGH,True,Male,True,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,101.35,1218.55,6,Serviço completo,Yes_No
3902-MIVLE,False,Male,False,Yes,Yes,63,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Cheque enviado,75.7,4676.7,7,Serviço completo,Yes_Yes
3904-UKFRE,False,Male,False,No,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,80.1,336.15,4,Serviços intermediários,No_No
3908-BLSYF,True,Female,False,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Cheque eletrônico,83.9,497.55,4,Serviços intermediários,No_No
3908-MKIMJ,False,Male,True,Yes,No,68,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Cheque eletrônico,41.95,2965.75,5,Serviços intermediários,Yes_No
3910-MRQOY,False,Female,False,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Transferência bancária (automática),19.4,1496.45,1,Serviços básicos,Yes_No
3911-RSNHI,False,Female,False,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Cartão de crédito (automático),61.4,4310.35,7,Serviço completo,Yes_No
3913-FCUUW,False,Female,False,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Transferência bancária (automática),70.45,5165.7,7,Serviço completo,Yes_Yes
3913-RDSJZ,False,Female,False,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cheque enviado,25.55,1714.95,2,Serviços básicos,Yes_No
3914-FDRHP,False,Male,False,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Cheque eletrônico,86.25,770.5,4,Serviços intermediários,No_No
3915-ODIYG,False,Male,True,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Cheque eletrônico,71.75,4374.55,6,Serviço completo,No_No
3916-NRPAP,False,Male,False,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Cartão de crédito (automático),85.7,256.75,4,Serviços intermediários,No_No
3920-HIHMQ,False,Female,False,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque enviado,49.5,1265.65,3,Serviços intermediários,No_Yes
3923-CSIHK,True,Female,True,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,71.05,3444.85,2,Serviços básicos,Yes_No
3926-CUQZX,True,Male,False,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),45.1,45.1,2,Serviços básicos,No_No
3926-YZVVX,False,Female,False,No,No,41,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Transferência bancária (automática),50.05,2029.05,3,Serviços intermediários,No_No
3927-NLNRY,True,Male,False,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Transferência bancária (automática),94.25,4867.95,5,Serviços intermediários,Yes_No
3930-ZGWVE,False,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,19.75,19.75,1,Serviços básicos,No_No
3932-CMDTD,True,Female,False,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Cheque eletrônico,105.65,443.9,7,Serviço completo,No_No
3932-IJWDZ,False,Male,False,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Transferência bancária (automática),103.65,4747.85,7,Serviço completo,No_No
3933-DQPWX,False,Female,False,No,No,50,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Cartão de crédito (automático),39.7,1932.75,5,Serviços intermediários,No_No
3934-HXCFZ,True,Male,False,Yes,No,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Cheque eletrônico,99.25,2186.4,7,Serviço completo,Yes_No
3935-TBRZZ,False,Male,False,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Cheque enviado,25.7,1110.5,2,Serviços básicos,Yes_Yes
3936-QQFLL,False,Male,False,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,19.75,39.3,1,Serviços básicos,No_No
3938-YFPXD,False,Male,False,No,No,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Cartão de crédito (automático),84.3,5997.1,8,Serviço completo,No_No
3941-XTSKM,False,Male,False,Yes,Yes,42,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Cartão de crédito (automático),45.1,2049.05,5,Serviços intermediários,Yes_Yes
3943-KDREE,True,Female,False,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),74.95,1834.95,3,Serviços intermediários,No_No
3945-GFWQL,True,Female,False,No,Yes,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Cheque eletrônico,44.55,480.6,2,Serviços básicos,No_Yes
3946-JEWRQ,False,Male,False,Yes,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Cartão de crédito (automático),95.2,4563.0,5,Serviços intermediários,Yes_No
3946-MHCZW,True,Male,False,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Cheque enviado,50.9,50.9,3,Serviços intermediários,No_No
3948-FVVRP,False,Male,False,Yes,Yes,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Cheque enviado,54.8,452.8,4,Serviços intermediários,Yes_Yes
3948-KXDUF,False,Male,False,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Transferência bancária (automática),68.75,4447.55,7,Serviço completo,No_No
3948-XHGNA,True,Male,False,No,No,24,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),49.55,1210.4,3,Serviços intermediários,No_No
3950-VPYJB,False,Male,False,Yes,Yes,57,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Cheque enviado,59.6,3509.4,5,Serviços intermediários,Yes_Yes
3951-NJCVI,False,Female,True,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,95.05,3944.5,5,Serviços intermediários,Yes_No
3955-JBZZM,False,Male,False,No,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Cheque eletrônico,78.8,1641.3,3,Serviços intermediários,No_No
3956-CJUST,False,Female,True,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),75.4,1643.55,3,Serviços intermediários,No_No
3956-MGXOG,False,Female,False,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Cheque eletrônico,80.6,2244.95,3,Serviços intermediários,No_No
3957-HHLMR,False,Female,False,Yes,Yes,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Transferência bancária (automática),65.2,4543.15,5,Serviços intermediários,Yes_Yes
3957-LXOLK,True,Female,True,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Cheque eletrônico,106.15,3152.5,7,Serviço completo,No_No
3957-SQXML,False,Female,False,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Cartão de crédito (automático),24.95,894.3,2,Serviços básicos,Yes_Yes
3961-SXAXY,False,Male,False,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Transferência bancária (automática),44.05,44.05,2,Serviços básicos,No_No
3963-RYFNS,False,Female,False,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Transferência bancária (automática),116.45,8013.55,9,Serviço completo,No_No
3966-HRMZA,False,Female,True,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Cheque enviado,75.05,202.9,3,Serviços intermediários,No_No
3967-KXAPS,False,Male,False,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Cartão de crédito (automático),92.3,6719.9,9,Serviço completo,Yes_No
3967-VQOGC,False,Female,False,Yes,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Cheque enviado,24.9,1680.25,2,Serviços básicos,Yes_Yes
3969-GYXEL,False,Female,False,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Cheque eletrônico,76.4,838.7,3,Serviços intermediários,No_No
3969-JQABI,False,Female,False,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Cartão de crédito (automático),65.25,3791.6,5,Serviços intermediários,Yes_No
3970-XGJDU,False,Female,False,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Cartão de crédito (automático),19.2,1123.65,1,Serviços básicos,No_No
3973-SKMLN,False,Male,False,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Cartão de crédito (automático),19.9,1355.1,1,Serviços básicos,No_No
3976-BWUCK,True,Female,False,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Cartão de crédito (automático),94.1,2804.45,6,Serviço completo,Yes_No
3976-HXHCE,False,Male,False,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Transferência bancária (automática),19.3,1414.8,1,Serviços básicos,No_No
3976-NLDEZ,False,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,20.6,20.6,1,Serviços básicos,No_No
3977-QCRSL,False,Female,False,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Cheque enviado,20.15,117.95,1,Serviços básicos,No_No
